,state,disaster,disaster_frequency_3_years,abandoned_area,production_distruption_loss,loss_severity_economic,land_lost,Crop losses,severity_of_physical_loss
343,KWARA,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
344,KWARA,Heavy rainfall,1.0,Yes,Yes,Small losses,No,Yes,Small losses
345,KWARA,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Small losses
346,KWARA,Heavy rainfall,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
347,KWARA,Drought,5.0,No,No,,No,Yes,Small losses
348,KWARA,Drought,3.0,No,No,,No,Yes,Significant losses
349,KWARA,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Significant losses
350,KWARA,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
351,KWARA,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
352,NASARAWA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
353,NASARAWA,Extreme Winds,2.0,No,No,Small losses,No,No,Small losses
354,NASARAWA,Heavy rainfall,3.0,No,No,Significant losses,No,No,Significant losses
355,NASARAWA,Flood,1.0,Yes,Yes,Small losses,Yes,Yes,Small losses
356,NASARAWA,Drought,2.0,No,No,Significant losses,Yes,Yes,Significant losses
357,NASARAWA,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Almost total or total losses
358,NASARAWA,Extreme Winds,3.0,No,No,,No,No,Significant losses
359,NASARAWA,Extreme Winds,1.0,No,Yes,Significant losses,No,No,Significant losses
360,NASARAWA,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
361,NASARAWA,Extreme Winds,1.0,No,Yes,Small losses,No,No,Small losses
362,NASARAWA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
363,NASARAWA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
364,NASARAWA,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
365,NASARAWA,Heavy rainfall,5.0,Yes,No,Significant losses,No,Yes,Significant losses
366,NASARAWA,Extreme Winds,4.0,No,Yes,Small losses,No,Yes,Significant losses
367,NASARAWA,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
368,NASARAWA,Extreme Winds,5.0,No,No,Significant losses,No,Yes,Significant losses
369,NASARAWA,Fire Disaster,2.0,No,Yes,Significant losses,No,Yes,Significant losses
370,NASARAWA,Flood,2.0,No,No,Small losses,No,No,Small losses
371,NASARAWA,Extreme Winds,3.0,No,Yes,Significant losses,No,No,Significant losses
372,NASARAWA,Heavy rainfall,2.0,No,No,Significant losses,Yes,Yes,Significant losses
373,NASARAWA,Heavy rainfall,6.0,No,Yes,Significant losses,No,No,Significant losses
374,NASARAWA,Flood,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
375,NASARAWA,Heavy rainfall,2.0,No,No,,Yes,Yes,Significant losses
376,NASARAWA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
377,NASARAWA,Heavy rainfall,2.0,No,No,,No,No,Significant losses
378,NASARAWA,Flood,1.0,No,No,Significant losses,No,Yes,Significant losses
379,NASARAWA,Heavy rainfall,1.0,No,Yes,Small losses,No,Yes,Small losses
380,NASARAWA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
381,NASARAWA,Heavy rainfall,1.0,No,No,Small losses,No,Yes,Small losses
382,NASARAWA,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
383,NASARAWA,Flood,5.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
384,NASARAWA,Flood,1.0,No,Yes,Small losses,No,No,Small losses
385,NASARAWA,Flood,1.0,No,Yes,Small losses,No,No,Small losses
386,NASARAWA,Flood,1.0,No,No,Significant losses,No,No,Significant losses
387,NASARAWA,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
388,NASARAWA,Heavy rainfall,2.0,No,No,Small losses,No,No,Small losses
389,NASARAWA,Extreme Winds,3.0,No,No,Significant losses,No,No,Significant losses
390,NASARAWA,Drought,2.0,No,Yes,Small losses,No,Yes,Small losses
391,NASARAWA,Fire Disaster,1.0,No,No,,No,No,Small losses
392,NASARAWA,Extreme Winds,7.0,No,No,Significant losses,No,No,Significant losses
393,NASARAWA,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
394,NASARAWA,Extreme Winds,2.0,No,No,Significant losses,No,No,Significant losses
395,NASARAWA,Flood,1.0,Yes,No,,No,Yes,Significant losses
396,NASARAWA,Flood,4.0,No,No,,No,Yes,Significant losses
397,NASARAWA,Flood,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
398,NASARAWA,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
399,NASARAWA,Flood,4.0,No,No,,No,Yes,Significant losses
400,NASARAWA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
401,NASARAWA,Heavy rainfall,1.0,No,Yes,Small losses,No,Yes,Small losses
402,NASARAWA,Extreme temperatures (cold or heat),5.0,No,No,Small losses,No,No,Significant losses
403,NASARAWA,Extreme Winds,6.0,No,Yes,Significant losses,No,Yes,Significant losses
404,NASARAWA,Extreme Winds,2.0,No,No,Small losses,No,No,Small losses
405,NASARAWA,Extreme temperatures (cold or heat),3.0,No,No,Significant losses,No,Yes,Significant losses
406,NASARAWA,Heavy rainfall,6.0,Yes,Yes,Significant losses,Yes,No,Significant losses
407,NASARAWA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
408,NASARAWA,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
409,NASARAWA,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
410,NASARAWA,Flood,2.0,No,No,Significant losses,Yes,Yes,Small losses
411,NASARAWA,Heavy rainfall,3.0,No,No,,No,No,Small losses
412,NASARAWA,Heavy rainfall,2.0,No,No,Significant losses,Yes,Yes,Significant losses
413,NASARAWA,Extreme Winds,3.0,No,Yes,Small losses,No,No,Small losses
414,NASARAWA,Extreme Winds,2.0,No,No,Small losses,No,No,Small losses
415,NASARAWA,Fire Disaster,1.0,No,Yes,Significant losses,No,No,Small losses
416,NASARAWA,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
417,NASARAWA,Flood,3.0,Yes,No,Small losses,No,Yes,Small losses
418,NASARAWA,Extreme Winds,1.0,No,No,Small losses,No,No,Small losses
419,NASARAWA,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
420,NASARAWA,Flood,9.0,No,Yes,Significant losses,Yes,Yes,Significant losses
421,NASARAWA,Extreme temperatures (cold or heat),1.0,No,Yes,Significant losses,No,Yes,Significant losses
422,NASARAWA,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
423,NASARAWA,Flood,1.0,No,Yes,Small losses,No,No,Small losses
424,NASARAWA,Flood,3.0,No,No,Significant losses,No,No,Significant losses
425,NASARAWA,Heavy rainfall,1.0,No,Yes,Small losses,No,No,Small losses
426,NASARAWA,Extreme Winds,1.0,No,Yes,Small losses,No,No,Small losses
427,NASARAWA,Extreme Winds,2.0,No,Yes,Small losses,No,Yes,Small losses
428,NASARAWA,Extreme Winds,2.0,No,Yes,Small losses,No,No,Small losses
429,NASARAWA,Extreme Winds,1.0,No,No,,No,No,Significant losses
430,NASARAWA,Extreme Winds,5.0,No,Yes,Significant losses,No,Yes,Significant losses
431,NASARAWA,Extreme Winds,6.0,No,Yes,Significant losses,No,Yes,Significant losses
432,NASARAWA,Extreme Winds,1.0,No,Yes,Small losses,No,Yes,Small losses
433,NASARAWA,Extreme Winds,10.0,Yes,Yes,Significant losses,No,Yes,Significant losses
434,NASARAWA,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
435,NASARAWA,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Small losses
436,NASARAWA,Heavy rainfall,5.0,No,Yes,Significant losses,No,Yes,Significant losses
437,NASARAWA,Extreme Winds,1.0,No,No,Small losses,No,No,Small losses
438,NASARAWA,Extreme Winds,5.0,No,Yes,Significant losses,No,Yes,Significant losses
439,NASARAWA,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
440,NASARAWA,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,No,Significant losses
441,NASARAWA,Flood,1.0,Yes,Yes,Small losses,No,Yes,Small losses
442,NASARAWA,Flood,1.0,No,Yes,Significant losses,Yes,No,Significant losses
443,NASARAWA,Heavy rainfall,1.0,No,No,Almost total or total losses,Yes,Yes,Almost total or total losses
444,NASARAWA,Drought,2.0,No,Yes,Small losses,No,Yes,Small losses
445,NASARAWA,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
446,NASARAWA,Heavy rainfall,3.0,No,Yes,Significant losses,No,No,Significant losses
447,NASARAWA,Flood,3.0,No,Yes,Significant losses,Yes,No,Significant losses
448,NASARAWA,Heavy rainfall,5.0,No,No,Significant losses,No,Yes,Significant losses
449,NASARAWA,Drought,2.0,No,No,Significant losses,Yes,Yes,Significant losses
450,NIGER,Drought,1.0,Yes,Yes,Significant losses,No,Yes,Almost total or total losses
451,NIGER,Flood,6.0,Yes,Yes,Significant losses,No,Yes,Small losses
452,NIGER,Extreme Winds,5.0,No,Yes,Significant losses,No,No,Almost total or total losses
453,NIGER,Flood,2.0,Yes,Yes,Small losses,No,Yes,Small losses
454,NIGER,Flood,3.0,No,Yes,Small losses,No,Yes,Small losses
455,NIGER,Drought,3.0,No,Yes,Small losses,No,Yes,Significant losses
456,NIGER,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
457,NIGER,Drought,2.0,No,Yes,Significant losses,Yes,No,Small losses
458,NIGER,Extreme Winds,6.0,No,No,,No,No,Significant losses
459,NIGER,Extreme Winds,1.0,Yes,Yes,Small losses,No,No,Small losses
460,NIGER,Heavy rainfall,8.0,No,Yes,Small losses,No,Yes,Small losses
461,NIGER,Heavy rainfall,1.0,No,No,,No,No,Small losses
462,NIGER,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
463,NIGER,Heavy rainfall,1.0,No,Yes,Significant losses,Yes,No,Significant losses
464,NIGER,Flood,1.0,No,No,,No,No,Significant losses
465,NIGER,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
466,NIGER,Extreme temperatures (cold or heat),3.0,No,Yes,Small losses,No,Yes,Small losses
467,NIGER,Extreme Winds,2.0,No,No,Significant losses,No,No,Significant losses
468,NIGER,Extreme Winds,1.0,No,Yes,Significant losses,No,Yes,Significant losses
469,NIGER,Extreme Winds,6.0,No,Yes,Small losses,No,No,Small losses
470,NIGER,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Small losses
471,NIGER,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
472,NIGER,Extreme temperatures (cold or heat),14.0,No,Yes,Small losses,No,Yes,Small losses
473,NIGER,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
474,NIGER,Flood,1.0,No,Yes,Small losses,No,Yes,Small losses
475,NIGER,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
476,NIGER,Heavy rainfall,3.0,No,Yes,Small losses,No,Yes,Small losses
477,NIGER,Heavy rainfall,1.0,No,No,Small losses,No,Yes,Significant losses
478,NIGER,Heavy rainfall,1.0,No,Yes,Small losses,No,Yes,Small losses
479,NIGER,Heavy rainfall,3.0,No,Yes,Small losses,No,Yes,Significant losses
480,NIGER,Extreme Winds,1.0,No,Yes,Small losses,No,No,Small losses
481,NIGER,Extreme Winds,2.0,No,No,Significant losses,No,Yes,Significant losses
482,NIGER,Other (specify),1.0,No,Yes,Significant losses,No,No,Significant losses
483,NIGER,Flood,2.0,No,No,,No,Yes,Significant losses
484,NIGER,Flood,1.0,No,Yes,Small losses,No,Yes,Significant losses
485,NIGER,Drought,1.0,No,No,Small losses,No,Yes,Small losses
486,NIGER,Heavy rainfall,5.0,No,Yes,Significant losses,No,Yes,Significant losses
487,NIGER,Drought,3.0,No,Yes,Significant losses,No,Yes,Significant losses
488,NIGER,Flood,1.0,No,No,Small losses,No,Yes,Significant losses
489,NIGER,Extreme Winds,3.0,No,No,,No,No,Small losses
490,NIGER,Extreme Winds,1.0,No,Yes,Small losses,No,Yes,Significant losses
491,NIGER,Drought,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
492,NIGER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
493,NIGER,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
494,NIGER,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
495,NIGER,Drought,1.0,No,No,,No,Yes,Significant losses
496,NIGER,Extreme temperatures (cold or heat),6.0,No,Yes,Small losses,No,Yes,Small losses
497,NIGER,Extreme Winds,1.0,No,Yes,Significant losses,No,Yes,Significant losses
498,NIGER,Flood,2.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
499,NIGER,Extreme Winds,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
500,NIGER,Extreme temperatures (cold or heat),6.0,Yes,Yes,Small losses,No,Yes,Small losses
501,NIGER,Drought,1.0,Yes,No,,No,Yes,Significant losses
502,NIGER,Flood,5.0,Yes,Yes,Small losses,Yes,No,Small losses
503,NIGER,Flood,2.0,No,No,,No,Yes,Small losses
504,NIGER,Drought,1.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
505,NIGER,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
506,NIGER,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
507,NIGER,Extreme Winds,6.0,No,No,,No,No,Significant losses
508,NIGER,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
509,NIGER,Heavy rainfall,3.0,No,Yes,Small losses,No,Yes,Small losses
510,NIGER,Flood,6.0,No,Yes,Significant losses,No,No,Significant losses
511,NIGER,Heavy rainfall,1.0,No,No,Small losses,No,Yes,Small losses
512,NIGER,Flood,1.0,Yes,No,,No,No,Small losses
513,NIGER,Heavy rainfall,10.0,No,Yes,Significant losses,No,No,Almost total or total losses
514,NIGER,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
515,NIGER,Heavy rainfall,1.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
516,NIGER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
517,NIGER,Extreme Winds,1.0,No,No,Small losses,No,Yes,Small losses
518,NIGER,Heavy rainfall,3.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
519,NIGER,Flood,1.0,No,Yes,Significant losses,No,No,Small losses
520,NIGER,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
521,NIGER,Flood,1.0,No,Yes,Small losses,No,Yes,Small losses
522,NIGER,Flood,1.0,No,Yes,Small losses,No,Yes,Small losses
523,NIGER,Extreme Winds,1.0,No,Yes,Almost total or total losses,No,Yes,Small losses
524,NIGER,Extreme Winds,1.0,No,No,Significant losses,No,Yes,Significant losses
525,NIGER,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
526,NIGER,Extreme Winds,3.0,No,No,,No,No,Small losses
527,NIGER,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
528,NIGER,Heavy rainfall,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
529,NIGER,Flood,6.0,No,Yes,Significant losses,No,Yes,Significant losses
530,NIGER,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Small losses
531,NIGER,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
532,NIGER,Flood,1.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
533,NIGER,Heavy rainfall,1.0,No,Yes,Small losses,Yes,Yes,Significant losses
534,NIGER,Flood,2.0,No,No,,No,Yes,Significant losses
535,NIGER,Drought,5.0,No,Yes,Significant losses,No,Yes,Significant losses
536,NIGER,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
537,NIGER,Flood,1.0,No,No,Almost total or total losses,Yes,Yes,Significant losses
538,NIGER,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Small losses
539,NIGER,Extreme temperatures (cold or heat),6.0,No,Yes,Small losses,No,Yes,Small losses
540,NIGER,Drought,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
541,NIGER,Extreme Winds,4.0,No,No,,No,No,Significant losses
542,NIGER,Extreme Winds,1.0,No,No,Significant losses,No,Yes,Significant losses
543,NIGER,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
544,NIGER,Flood,1.0,No,Yes,Small losses,No,Yes,Small losses
545,NIGER,Extreme Winds,3.0,Yes,Yes,Significant losses,No,No,Small losses
546,NIGER,Extreme Winds,3.0,No,No,,No,No,Significant losses
547,NIGER,Flood,5.0,No,Yes,Small losses,No,Yes,Significant losses
548,NIGER,Flood,5.0,No,Yes,Small losses,No,Yes,Small losses
549,NIGER,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
550,NIGER,Extreme temperatures (cold or heat),10.0,Yes,Yes,Small losses,No,Yes,Small losses
551,NIGER,Flood,3.0,No,No,,No,Yes,Small losses
552,NIGER,Extreme Winds,5.0,No,No,Significant losses,No,No,Significant losses
553,NIGER,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
554,NIGER,Drought,1.0,No,Yes,Significant losses,No,No,Significant losses
555,NIGER,Heavy rainfall,5.0,No,Yes,Small losses,No,Yes,Small losses
556,NIGER,Flood,2.0,Yes,No,,Yes,No,Significant losses
557,NIGER,Extreme Winds,4.0,No,No,Significant losses,No,Yes,Small losses
558,NIGER,Extreme temperatures (cold or heat),1.0,No,Yes,Significant losses,No,Yes,Significant losses
559,NIGER,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
560,NIGER,Heavy rainfall,1.0,No,Yes,Significant losses,No,No,Significant losses
561,NIGER,Flood,3.0,No,Yes,Significant losses,No,Yes,Small losses
562,NIGER,Flood,3.0,No,Yes,Small losses,No,Yes,Small losses
563,NIGER,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
564,NIGER,Extreme Winds,6.0,No,No,,No,No,Significant losses
565,NIGER,Extreme Winds,1.0,No,Yes,Significant losses,No,Yes,Significant losses
566,NIGER,Heavy rainfall,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
567,NIGER,Extreme Winds,10.0,No,No,Small losses,No,No,Small losses
568,NIGER,Flood,4.0,No,No,Significant losses,No,Yes,Significant losses
569,NIGER,Drought,11.0,Yes,Yes,Significant losses,No,Yes,Significant losses
570,NIGER,Extreme Winds,4.0,No,Yes,Small losses,No,No,Small losses
571,NIGER,Flood,3.0,No,No,,No,Yes,Significant losses
572,NIGER,Heavy rainfall,3.0,No,Yes,Significant losses,Yes,No,Significant losses
573,NIGER,Heavy rainfall,7.0,Yes,Yes,Small losses,No,Yes,Small losses
574,NIGER,Extreme temperatures (cold or heat),6.0,No,Yes,Small losses,No,Yes,Small losses
575,NIGER,Extreme Winds,2.0,No,Yes,Small losses,No,No,Small losses
576,NIGER,Extreme Winds,2.0,Yes,Yes,Significant losses,No,No,Significant losses
577,NIGER,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
578,NIGER,Flood,3.0,Yes,No,Small losses,No,Yes,Small losses
579,NIGER,Flood,5.0,No,Yes,Significant losses,No,Yes,Significant losses
580,NIGER,Extreme Winds,1.0,No,No,,No,No,Small losses
581,NIGER,Extreme Winds,6.0,No,Yes,Significant losses,No,No,Significant losses
582,NIGER,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
583,NIGER,Extreme Winds,1.0,No,No,,No,No,Small losses
584,NIGER,Heavy rainfall,1.0,Yes,No,,No,No,Small losses
585,NIGER,Flood,2.0,Yes,Yes,Small losses,No,Yes,Small losses
586,NIGER,Flood,3.0,Yes,No,Significant losses,Yes,No,Significant losses
587,NIGER,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
588,NIGER,Extreme Winds,1.0,No,Yes,Significant losses,No,No,Small losses
589,NIGER,Drought,2.0,No,Yes,Small losses,Yes,No,Significant losses
590,NIGER,Extreme Winds,3.0,No,No,,No,No,Small losses
591,NIGER,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
592,NIGER,Drought,1.0,No,Yes,Significant losses,No,Yes,Significant losses
593,NIGER,Flood,3.0,No,No,Significant losses,Yes,Yes,Significant losses
594,NIGER,Drought,1.0,Yes,Yes,Significant losses,No,Yes,Small losses
595,NIGER,Extreme Winds,1.0,No,No,,No,Yes,Small losses
596,NIGER,Drought,1.0,No,Yes,Small losses,No,No,Small losses
597,NIGER,Flood,3.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
598,NIGER,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
599,NIGER,Extreme Winds,1.0,No,No,Small losses,No,Yes,Small losses
600,NIGER,Extreme Winds,6.0,No,No,,No,No,Significant losses
601,NIGER,Flood,1.0,No,No,Small losses,No,Yes,Small losses
602,NIGER,Extreme temperatures (cold or heat),3.0,No,Yes,Small losses,No,Yes,Small losses
603,NIGER,Flood,1.0,No,No,Significant losses,No,Yes,Small losses
604,NIGER,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,No,Significant losses
605,NIGER,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
606,NIGER,Flood,3.0,No,Yes,Small losses,Yes,Yes,Small losses
607,NIGER,Drought,2.0,Yes,Yes,Almost total or total losses,No,Yes,Significant losses
608,NIGER,Extreme temperatures (cold or heat),2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
609,NIGER,Extreme Winds,3.0,No,Yes,Small losses,No,No,Small losses
610,NIGER,Drought,1.0,Yes,Yes,Small losses,No,Yes,Significant losses
611,NIGER,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
612,NIGER,Extreme Winds,6.0,No,No,,No,No,Significant losses
613,NIGER,Extreme Winds,1.0,No,Yes,Significant losses,No,Yes,Significant losses
